rs_id,qi_id,rs_name,qi_name,rs_filename,qi_filename,same_filename
127034,1745,Koffiekan,"S59/1 - Cafetière, Coffeepot, Kaffeekanne, Koffiekan",U5900101.tif,s5900102.jpg,
131861,1807,Molenbeker,"S67/51 - Gobelet à moulin, Molenbeker, Mühlenbecher, Windmill cup",S6705101test.tif,s6705101.jpg,
127035,1745,Koffiekan,"S59/1 - Cafetière, Coffeepot, Kaffeekanne, Koffiekan",U5900102.tif,s5900102.jpg,
133743,1849,Theepot,"S75/48 - Teapot, Teekanne, Theepot, Théière",S7504801.TIF,s7504801-0377.jpg,
118274,2122,Stralenmonstrans,"S70/18 - Ostensoir-soleil, Strahlenmonstranz, Stralenmonstrans, Sunburst monstrance",S70018_15.tif,s70018-01.jpg,
133714,2182,Koffiekan,"S75/31 - Cafetière, Coffeepot, Kaffeekanne, Koffiekan",S7503102.tif,s7503103-0429.jpg,
133661,1798,Onze-Lieve-Vrouwekroon,"S74/4 - Couronne de la Vierge, Crown of Our Lady, Muttergottes-Krone, Onze-Lieve-Vrouwekroon",S7400402.tif,u7400403.jpg,
118277,2122,Stralenmonstrans,"S70/18 - Ostensoir-soleil, Strahlenmonstranz, Stralenmonstrans, Sunburst monstrance",S70018_M01_2.tif,s70018-01.jpg,
118273,2122,Stralenmonstrans,"S70/18 - Ostensoir-soleil, Strahlenmonstranz, Stralenmonstrans, Sunburst monstrance",S70018_14.tif,s70018-01.jpg,
133830,2000,Beker,"S75/2 - Beaker, Becher, Beker, Gobelet",T7500202_0189.tif,s7500201-0187.jpg,
133721,2046,Theepot,"S75/34 - Teapot, Teekanne, Theepot, Théière",S7503401_0390.tif,s7503401-0390.jpg,
133699,2185,Theebus,"S75/25 - Boîte à thé, Tea caddy, Teedose, Theebus",S7502501_0273.tif,s7502501-0273.jpg,
133643,2007,Strooibus,"S75/8A - Caster, Saupoudreuse, Streuer, Strooibus",S75008A1_0191.tif,s75008a1-0191.jpg,
133665,1990,Molenbeker,"S75/4 - Gobelet à moulin, Molenbeker, Mühlenbecher, Windmill cup",S7500401.tif,s7500402-0176.jpg,
135074,2230,,"S94/27 - Cuillère et fourchette 233 Moderne - Mona Lisa, Lepel en vork 233 Moderne - Mona Lisa, Löffel und Gabel 233 Moderne - Mona Lisa, Spoon and fork 233 Moderne - Mona Lisa",S9402703.tif,s9402701.jpg,
133885,1797,Lampetkan,"S76/21 - Aiguière, Lampetkan, Pitcher, Wasserkanne",T7602101.tif,u7602104.jpg,
127029,2119,"Plaquette met de extase van de heilige Theresia van Avila","S58/82 - Plakette mit der Verzückung der hl. Theresia van Avilla, Plaquette depicting St Terese of Avila's vision of the dove, Plaquette figurant l'extase de sainte Thérèse d'Avila, Plaquette met de extase van de heilige Theresia van Avila",U5808202.jpg,u5808202.jpg,X
118276,2122,Stralenmonstrans,"S70/18 - Ostensoir-soleil, Strahlenmonstranz, Stralenmonstrans, Sunburst monstrance",S70018_M01.tif,s70018-01.jpg,
118275,2122,Stralenmonstrans,"S70/18 - Ostensoir-soleil, Strahlenmonstranz, Stralenmonstrans, Sunburst monstrance",S70018_16.tif,s70018-01.jpg,
118270,2122,Stralenmonstrans,"S70/18 - Ostensoir-soleil, Strahlenmonstranz, Stralenmonstrans, Sunburst monstrance",S70018_11.tif,s70018-01.jpg,
111808,2053,Bessamim,"S4638 - Bessamim, Bessamim, Bessamim, Bessamim",S4638_01.tif,rs111808-s4638-01-lpr.jpg,
111807,2143,Bessamim,"S4637 - Bessamim, Bessamim, Bessamim, Bessamim",S4637_02.tif,rs111807-s4637-02-lpr.jpg,
111806,2143,Bessamim,"S4637 - Bessamim, Bessamim, Bessamim, Bessamim",S4637_01.tif,rs111807-s4637-02-lpr.jpg,
140487,1959,"Paar peper- en zoutvaten","S93/13 - A pair of pepper and salt snakes, Paar peper- en zoutvaten, Paar Pfeffer- und Salzstreuer, Paire de salière et poivrier",S9301302.tif,u9301303.jpg,
135237,2226,"Merken van Schaal","S96/27 - Dish, Plat, Schaal, Schale",U9602702_0040.tif,u9602704.jpg,
134046,2188,Snuifdoos,"S75/139 - Schnupftabakdose, Snuff box, Snuifdoos, Tabatière",U7513902_0197.tif,s7513901-0212.jpg,
133981,1847,"Strooibus en mosterdpot","S75/50 - Caster and mustard pot, Saupoudreuse et moutardier, Streuer und Senftopf, Strooibus en mosterdpot",U7505001_0353.tif,s7505001-0313.jpg,
133957,2046,Theepot,"S75/34 - Teapot, Teekanne, Theepot, Théière",U7503401_0420.tif,s7503401-0390.jpg,
133949,2179,Schotel,"S75/28 - Plat, Platter, Schotel, Schüssel",U7502801_0387.tif,s7502801-0361.jpg,
133940,2034,"Paar kandelaars","S75/22 - A pair of candlesticks, Paar kandelaars, Paar Leuchter, Paire de flambeaux",U7502201_0507.tif,s7502201-0436.jpg,
133874,2175,"Soepterrine met onderschotel","S75/77 - Soepterrine met onderschotel, Soup tureen on stand, Soupière sur présentoir, Suppenterrine mit Schale",T7507702_0357.tif,s7507701-0353.jpg,
133864,1859,Koffiekan,"S75/58 - Cafetière, Coffeepot, Kaffeekanne, Koffiekan",T7505802_0421.tif,s7505801-0420.jpg,
133857,1849,Theepot,"S75/48 - Teapot, Teekanne, Theepot, Théière",T7504801_0380.tif,s7504801-0377.jpg,
133810,2161,Godslamp,"S75/93 - Ewiglichtampel, Godslamp, Lampe d'autel, Sanctuary lamp",S7509301_0447.tif,s7509301-0447.jpg,
133803,2148,"Paar engelkandelaars","S75/91 - Paar engelkandelaars, Paar Engelkerzenleuchter, Pair of angel candlesticks, Paire de candélabres angelots",S7509101_0262.tif,s7509101-0262.jpg,
133788,2038,Lampetstel,"S75/78 - Aiguière et bassin, Lampetstel, Toilet set, Wasserkanne und -becken",S7507803_0174.tif,s7507801-0172.jpg,
133782,2175,"Soepterrine met onderschotel","S75/77 - Soepterrine met onderschotel, Soup tureen on stand, Soupière sur présentoir, Suppenterrine mit Schale",S7507701_0353.tif,s7507701-0353.jpg,
133777,2176,Mosterdpot,"S75/73 - Mosterdpot, Moutardier, Mustard pot, Senftopf",S7507301_0263.tif,s7507301-0263.jpg,
133769,2157,Strooibus,"S75/67 - Caster, Saupoudreuse, Streuer, Strooibus",S7506701_0310.tif,s7506701-0310.jpg,
133753,1855,Koffiekan,"S75/56 - Cafetière, Coffeepot, Kaffeekanne, Koffiekan",S7505601_0235.tif,s7505601-0235.jpg,
133736,2049,"Paar tafelkomforen","S75/43 - A pair of dish warmers, Paar Rechauds, Paar tafelkomforen, Paire de réchauds de table",S7504302_0343.tif,s7504301-0347.jpg,
133717,2182,Koffiekan,"S75/31 - Cafetière, Coffeepot, Kaffeekanne, Koffiekan",S7503103_0429.tif,s7503103-0429.jpg,
133697,2184,Presenteerschaal,"S75/23 - Präsentierschale, Presenteerschaal, Présentoir, Salver",S7502301_0359.tif,s7502301-0359.jpg,
133684,2026,Kruiswijwatervat,"S75/14 - Bénitier en forme de crucifix, Holy-water stoup, Kruiswijwatervat, Weihwasserbecken mit Kreuz",S7501401_0307.tif,s7501401-0307.jpg,
133662,1999,Beker,"S75/1 - Beaker, Becher, Beker, Gobelet",S7500101_0180.tif,s7500101-0180.jpg,
133649,1791,Suikerstrooier,"S75/24A - Saupoudreuse, Streuer, Sugar caster, Suikerstrooier",S75024A1_0245.tif,s75024a1-0245.jpg,
133644,2008,Mosterdpot,"S75/8B - Mosterdpot, Moutardier, Mustard pot, Senftopf",S75008B1_0192.tif,s75008b1-0192.jpg,
135010,2253,"Waterketel met spirituskomfoor 'Le Maraudeur'","S92/24 - Bouilloire avec réchaud à alcool Le Maraudeur, Wasserkessel mit Spiritusrechaud Le Maraudeur, Waterketel met spirituskomfoor Le Maraudeur, Waterkettle on brazier Le Maraudeur",S9202402.tif,s9202401-1.jpg,
135006,2250,"Theepot 'La Maraudeur'","S92/21 - Teapot Le Maraudeur, Teekanne Le Maraudeur, Theepot Le Maraudeur, Théière Le Maraudeur",S9202101.tif,u9202101.jpg,
135215,2303,Theeservies,"S96/29 - Service à thé, Tea service, Teeservice, Theeservies",S9602901.tif,s9602901.jpg,X
135081,2227,,"S94/132 - Cigarette case, Etui à cigarettes, Sigarettenetui, Zigarettenetui",S9413202.tif,s9413201-1.jpg,
135068,2277,"Paar Zoutvaatjes","S94/21 - A pair of salts, Paar Salzfäßchen, Paar zoutvaatjes, Paire de salières",S9402102.tif,s9402101.jpg,
133679,2003,"Strooibus en mosterdpot","S75/11 - Caster and mustard pot, Saupoudreuse et moutardier, Streuer und Senftopf, Strooibus en mosterdpot",S7501102.tif,s7501101.jpg,
133667,1990,Molenbeker,"S75/4 - Gobelet à moulin, Molenbeker, Mühlenbecher, Windmill cup",S7500402.tif,s7500402-0176.jpg,
133675,2027,Chocoladekan,"S75/10 - Chocoladekan, Chocolate pot, Chocolatière, Kakaokanne",S7501001.tif,s7501001.jpg,X
133705,2180,Koffiekan,"S75/27 - Cafetière, Coffeepot, Kaffeekanne, Koffiekan",S7502703.tif,s7502701.jpg,
135240,2224,"Merk van Schotel","S96/30 - Dish, Plat, Schale, Schotel",U9603002.tif,s9603001.jpg,
135173,1966,"Paar Vijfarmige Kandelaars 'Expo 58'","S95/20 - A pair of five-armed candelabra 'Expo 58', Ondine, Paar Funfarmige Kerzenleuchter 'Expo 58', Paar vijfarmige kandelaars 'Expo 58', Paire de chandeliers à cinq branches 'Expo 58'",S9502002.tif,s9502001-1.jpg,
135141,2279,"Merk van Olie- en azijnstel","S94/24 - Huilier, Oil and vinegar cruet, Öl- und Essighalter, Olie- en azijnstel",U9402404.tif,t9402401.jpg,
134051,1805,Tazza,"S79/356 - Tazza, Tazza, Tazza, Tazza",U7935601.tif,s7935601.jpg,
134050,1797,Lampetkan,"S76/21 - Aiguière, Lampetkan, Pitcher, Wasserkanne",U7602101.tif,u7602104.jpg,
133823,1805,Tazza,"S79/356 - Tazza, Tazza, Tazza, Tazza",S7935601.TIF,s7935601.jpg,X
133816,2188,Snuifdoos,"S75/139 - Schnupftabakdose, Snuff box, Snuifdoos, Tabatière",S7513901.TIF,s7513901-0212.jpg,
133785,2038,Lampetstel,"S75/78 - Aiguière et bassin, Lampetstel, Toilet set, Wasserkanne und -becken",S7507801.TIF,s7507801-0172.jpg,
133673,2014,Waterketel,"S75/9 - Bouilloire, Teakettle, Wasserkessel, Waterketel",S7500901.TIF,s7500901-0348.jpg,
133639,1990,Molenbeker,"S75/4 - Gobelet à moulin, Molenbeker, Mühlenbecher, Windmill cup","Cat 187_U7500402.tif",s7500402-0176.jpg,
133638,1990,Molenbeker,"S75/4 - Gobelet à moulin, Molenbeker, Mühlenbecher, Windmill cup","Cat 187_U7500401.tif",s7500402-0176.jpg,
133637,1805,Tazza,"S79/356 - Tazza, Tazza, Tazza, Tazza","Cat 175_U7935601.tif",s7935601.jpg,
133635,1797,Lampetkan,"S76/21 - Aiguière, Lampetkan, Pitcher, Wasserkanne","Cat 171_U7602101.tif",u7602104.jpg,
